Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1826(set_box_aspect)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\blocks.py:276(make_block)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1259(winfo_toplevel)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\_ufunc_config.py:430(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cm.py:94(__getitem__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:3005(replace)
       30    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:1696(raise_if_exceeds)
      150    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:602(get_wrap)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:12(_is_descriptor)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:836(values)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:97(add)
      150    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:292(get_transform_rotates_text)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\ma\core.py:624(filled)
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:713(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:2549(add_container)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:3235(clear)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:156(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:150(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:209(register_axis)
      144    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:264(get_loc)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:2414(_get_values)
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:598(_from_parsed_parts)
       87    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4041(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\GifImagePlugin.py:58(LoadingStrategy)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       68    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:317(get_rotation_mode)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2282(_get_ticks_position)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:544(_initialize_justify)
       34    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\os.py:740(check_str)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\messagebox.py:1(<module>)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3045(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:2265(_stack_arrays)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:1(<module>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:982(intervaly)
        6    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:606(set_wrap)
       30    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
      125    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:157(<listcomp>)
       76    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:787(value)
       41    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\commondialog.py:1(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:2141(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:1818(__call__)
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:511(formatter)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\container.py:68(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colorizer.py:120(to_rgba)
       84    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\multiarray.py:180(concatenate)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2185(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:410(_register)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4043(__del__)
      150    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1361(get_parse_math)
       54    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:658(height)
      153    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:223(codes)
     12/6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2391(contains_branch_seperately)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2422(transform_path_non_affine)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:1520(__init_subclass__)
       42    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:654(width)
      114    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:272(get_fillstyle)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:224(__init__)
       27    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:972(clear)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:237(_has_alpha_channel)
       51    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:22(_is_dunder)
     11/8    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:461(_get_literal_prefix)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\generic.py:281(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:751(__setitem__)
      114    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:610(get_gid)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:748(get_clip_path)
       51    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:33(_is_sunder)
      111    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:500(locator)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1485(__init__)
      138    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:650(im)
       99    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:449(_set_nothing)
       24    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\scale.py:718(scale_factory)
      120    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:612(unwrap)
       12    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\mathtext.py:48(__init__)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\shape_base.py:21(atleast_1d)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:62(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\urllib\parse.py:372(urlparse)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\frame.py:663(_constructor_from_mgr)
      162    0.000    0.000    0.000    0.000 {built-in method math.factorial}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2634(__init__)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:163(__init__)
       45    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\image.py:126(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:3511(draw_if_interactive)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:430(<listcomp>)
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:310(<genexpr>)
      100    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\printing.py:567(get_adjustment)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:233(encoded_labels)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:1729(getattr_static)
       37    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1358(register)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\contextlib.py:252(contextmanager)
      108    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:821(rotation_point)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:384(__del__)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\range.py:1032(_getitem_slice)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colors.py:998(copy)
       36    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\getlimits.py:721(max)
       78    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:918(set_url)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:102(current)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:78(_check_methods)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:2472(_any_dispatcher)
